32,10,30,10,10,10,10,30,30,30,30,30,30,30,10,30,10,30,30,30,10,30,10,10,10,10,30,30,30,10,30,30,30,10,30,30,30,30,10,10,10,10,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,10,10,10,10,10,30,10,10,10,10,10,10,30,10,30,30,30,30,10,30,10,30,10,10,10,30,10,10,10,10,30,10,30,30,30,30,30,10,32,32,32,32,10,30,10,32,32,32
32,10,10,10,10,30,10,30,30,30,10,10,30,10,30,30,30,30,10,30,10,10,10,10,30,10,10,10,30,30,30,30,30,10,30,30,30,30,10,30,10,10,10,10,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,30,10,30,30,10,30,10,30,10,10,30,10,30,30,10,30,10,30,30,30,10,10,10,10,10,10,10,30,10,10,10,10,30,10,30,30,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,10,10,10,10,30,10,10,30,10,30,10,30,10,10,30,10,10,10,10,30,30,30,10,30,10,30,30,30,30,10,30,30,10,30,30,10,30,10,30,10,10,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,30,30,10,30,30,30,30,30,10,10,30,30,30,30,30,30,10,10,10,10,10,30,10,10,30,30,30,30,30,30,30,10,30,30,30,30,30,10,32,32,32,32,10,30,10,32,32,32
32,10,10,10,10,30,10,10,10,10,30,10,10,10,10,10,10,10,30,10,10,10,30,30,10,30,30,10,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,30,30,30,30,10,30,30,30,10,30,10,30,10,30,10,30,30,30,30,10,10,10,30,10,30,30,30,10,30,10,30,30,30,10,30,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,10,10,10,10,30,10,10,30,30,30,10,10,10,30,10,30,10,10,10,10,10,30,10,10,30,10,10,10,30,10,30,10,30,30,30,10,30,30,30,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,30,30,10,10,10,10,10,30,30,30,30,30,30,10,30,30,30,30,30,30,30,30,30,30,30,10,30,10,30,10,10,10,10,10,30,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,10,10,10,30,10,10,30,10,30,30,30,10,30,10,10,10,10,30,10,30,10,10,10,10,10,10,10,10,10,30,10,30,10,30,30,30,30,10,30,30,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,30,30,10,30,10,30,30,30,10,30,30,10,30,10,30,30,30,10,30,30,30,10,30,10,30,10,30,10,10,10,10,30,10,30,10,10,10,10,32,32,32,32,10,30,10,32,32,32
32,10,30,10,10,10,10,30,10,10,30,10,10,10,10,10,10,30,10,30,10,10,10,30,10,30,10,30,10,30,10,30,30,30,30,30,30,30,30,10,30,30,30,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,10,30,30,30,30,10,30,30,30,30,30,30,30,30,10,30,30,30,10,30,10,30,30,30,10,30,10,10,10,30,10,30,10,10,30,10,10,10,10,32,32,32,32,10,30,10,32,32,32
32,10,10,10,10,30,10,10,10,10,10,10,10,30,10,30,10,10,10,10,10,10,10,30,30,30,10,30,10,10,10,30,30,30,10,30,10,30,30,30,30,30,30,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,30,30,30,30,30,30,10,30,10,30,10,30,30,30,10,30,10,10,10,10,10,30,30,30,10,10,10,30,10,30,10,10,10,10,10,10,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,10,10,10,10,10,10,30,10,10,30,10,30,10,30,10,30,10,30,10,30,30,30,30,30,10,30,10,30,10,30,10,10,10,30,10,30,30,30,30,30,30,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,30,10,30,30,10,30,30,30,10,30,30,30,10,30,10,10,10,10,10,30,10,30,10,30,30,30,10,30,30,30,10,30,10,10,30,10,10,10,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,30,10,10,30,10,10,10,10,10,10,10,10,10,10,10,30,30,30,10,30,10,30,10,10,10,10,10,10,10,30,10,30,30,10,30,30,10,30,10,32,32,32,32,10,30,10,32,32,32
32,10,30,30,30,30,30,30,30,30,10,30,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,30,10,30,30,30,30,30,30,30,10,30,30,10,30,30,30,30,10,32,32,32,32,10,47,10,32,32,32
32,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32,32,32,32,10,10,10,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
